annee_pegi_duree,casting_principal,description,genre,langue,nombre_vote,pays,score,titre
"2008,R,1h 41m","Chazz Palminteri,Michael Lerner,Nate Bynum,Frank John Hughes,Christine Lahti,Patrick Hughes,Lauri Johnson,Roma Maffia,Tom Guiry,Michael Rispoli,Linus Roache,John 'Fastjack' Farrell,Michael A. Rizza,Anthony Tarantola,Rusty Meyers,Saverio Guerra,Arthur J. Nascarella,Tom Cassell",Family life gets in the way of a con man's search for the perfect scam.,"Comedy,Crime,Thriller",English,992,United States,6.3,Yonkers Joe
"2018,Not Rated,1h 41m","Antwayne Eccleston,Fraser James,Aml Ameen,Rayon McLean,Mark Rhino Smith,Sheldon Shepherd,Christopher Daly,Reshawna Douglas,Alexandra Vaz,Chris-Ann Fletcher,Paul Haughton,Everaldo Creary,Carol Lawes,Raheim Edwards,Sean Lyn,Dave Hart,Johann Myers,Jumayn Hunter",British crime drama film directed by Idris Elba based on the novel of the same name by Jamaican-born writer Victor Headley.,"Crime,Drama",English,3.3K,United Kingdom,5.8,Yardie
"annee, pegi, duree inconnu",casting inconnu,description inconnu,Comedy,langue inconnu,vote inconnu,pays inconnu,score inconnu,Something Cliqued
"2007,R,1h 34m","Lauren German,Heather Matarazzo,Bijou Phillips,Roger Bart,Richard Burgi,Vera Jordanova,Jay Hernandez,Jordan Ladd,Milan Knazko,Edwige Fenech,Stanislav Yanevski,Patrik Zigo,Zuzana Geislerová,Ivan Furak,Monika Malácová,Davide Dominici,Petr Vancura,Roman Janecka",Three American college students studying abroad are lured to a Slovakian hostel and discover the grim reality behind it.,Horror,"English,Slovak,Italian,Czech",96K,"United States,Czech Republic",5.5,Hostel: Part II
"2023,1h 36m","Taeke Nicolaï,René Vanderjeugd,Kevin Janssens,Ruth Becquart,Anne Coesens,Abigail Abraham,Tine Reymer,Lydia Indjova,Anton Kouzemin,Igor Jurinic,Yuka Hashimoto,Ina Geerts,Willy Thomas,Oscar Louis Högström,George Van Dam,Josse De Pauw,Kristien De Proost,Tess Bryant",Twenty three year old virtuoso pianist Jennifer Rogiers has been living with a terrible secret most of her life. When she enters the world famous Queen Elisabeth competition the memory of a traumatic childhood experience surfaces again.,"Drama,Thriller",langue inconnu,266,Belgium,5.8,The Chapel
"2019,R,1h 28m","Camila Morrone,James Badge Dale,Calvin Demba,Ben Rosenfield,Rebecca Henderson,Stephen Little,Joel Scheett,Kelley D. Cutler,Katee Ferguson,Suzie A. Burch,Don Capp,Steven D. Collins,Gina Mohr,Jen Anderson,Colten Ferguson,Aaron Peterson,Rob Grabow,Blake Hempstead","Faced with the responsibility to take care of her addict, veteran father, headstrong teen Mickey Peck keeps her household afloat.",Drama,English,1.8K,United States,6.6,Mickey and the Bear
"2019,R,1h 39m","Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin,Zoey Deutch,Avan Jogia,Rosario Dawson,Luke Wilson,Thomas Middleditch,Victoria Hall,Victor Rivera,Ian Gregg,Devin Mojica,Rachel Luttrell,John Dixon,Ronny Mathew,Jess Durham,David Fleischer","Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.","Action,Comedy,Horror","English,Spanish,Italian,Inuktitut,Hindi",201K,United States,6.7,Zombieland: Double Tap
"TV Series,1992–2014,TV-14,1h 2m","Jay Leno,Kevin Eubanks,Edd Hall,John Melendez,Wally Wingert,Rickey Minor,Branford Marsalis Quartet,Branford Marsalis,Robert Covarrubias,Adam Smith,Shannon Ratigan,Julie Scardina,Nina Bergman,Ross Mathews,Terry Bradshaw,Marvin 'Smitty' Smith,Jim Norton,Bill Maher","Jay Leno takes over the Tonight Show with interview, sketches, and plenty of laughs.","Comedy,Music,Talk-Show",English,11K,United States,5.3,The Tonight Show with Jay Leno
"2023,1h 30m","Miguel A. Núñez Jr.,Demetrius Grosse,Erica Peeples,Elise Neal,Duke Davis Roberts,Lily Keene,Dylan McNamara,Natalia Castellanos,Sammi-Jack Martincak,Richard Tanner,Patrick Day,Karl T. Wright,Ella Simone Tabu,Chris Devlin,Andrew Rush,Christine Heneise,Aaron Leddick,Rodney Damon Collins","A car-jacked mother, and entrepreneur is forced to bond with her violent assailant in order to escape.",Thriller,English,31,United States,6.8,Survival
"TV Series,2020,TV-MA,30m","Brittany O'Grady,Sean Teale,Colton Ryan,Shalini Bathina,Kevin Valdez,Phillip Johnson Richardson,Andrew M. Duff,Chuck Cooper,Sakina Jaffrey,Ned Eisenberg,Mark Blane,Nadia Mohebban,Sam Lazarus,Samrat Chakrabarti,June Squibb,Mireya 'Yeya' Ramos,Shae Fiol,Julie Justine Acosta","A love letter to the diverse musicality of New York, it explores the universal journey of finding your authentic voice in your early twenties.","Comedy,Drama,Music",English,2.8K,United States,7.2,Little Voice
"TV Series,1979– ,1h","Neil Everett,Scott Van Pelt,Elle Duncan,Matt Barrie,Sage Steele,Jalen Rose,Kevin Negandhi,Antonietta Collins,Jenn Brown,Jay Harris,Stephen A. Smith,Adam Schefter,Michael Eaves,Randy Scott,Hannah Storm,Adrian Wojnarowski,Louis Riddick,David Lloyd","Daily sports news, results, and features.","News,Sport,Talk-Show",English,2.4K,United States,8.1,SportsCenter
"TV Series,2021– ,TV-14,1h 10m","Shin Min-a,Kim Seon-ho,Gina Su,Ren Hanami,Jo Han-chul,Gong Min-jung,Harrison Xu,Lee Bong-ryun,Judy Alice Lee,Kim Young-ok,James Tang,Elizabeth Pan,Darren Keilan,Ki Eun-Yoo,Doyeon Ko,Cha Cheong-hwa,Lee Sang-yi,Nicole Fong","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.","Comedy,Drama,Romance",Korean,20K,South Korea,8.4,Hometown Cha-Cha-Cha
"2015,R,1h 35m","Thomas Mann,Lucy Fry,Logan Huffman,Guillermo Arribas,Amy Hargreaves,Bill Sage,Dylan Blue,Robert Gorrie,Jessica Rothe,Sam Page,Hemky Madera,Nat DeWolf,Tom Tammi,Doug Plaut,Cilda Shaur,Clair Catherine,Shane Nepveu,Parker Pogue",A student at a private school uses his connections to establish a drug trafficking network there.,"Crime,Drama","English,Spanish",3.9K,"Puerto Rico,United States",6.1,The Preppie Connection
"1997,Not Rated,1h 30m","Frank John Hughes,Lisa LoCicero,Shoshana Ami,Robert Bruzio,Alexander Barnett,Vic Nassisi,Matt Lamaj,Jacquelene Nasser,Rose Farley,Mimi Scott,Dana Chaifetz,Kim Marie Reynolds,Robert Fabio,James Right,Eran Bohem,John R. Favre,James Saxenmeyer,Joey Celestino","Mr. Vincent is the character study of a struggling songwriter who obsesses over the women in his life. After his wife leaves him he meets Lisa who becomes his mentor, muse and lover, but lies, betrayal and finally threats gets in their way and relationships spiral out of control.",Drama,English,119,United States,6.1,Mr. Vincent
"2018,Not Rated,2h 16m","Tao Zhao,Fan Liao,Zheng Xu,Casper Liang,Xiaogang Feng,Yi'nan Diao,Yibai Zhang,Jiali Ding,Yi Zhang,Zijian Dong,Xuan Li,Kang Kang,Jiamei Feng,Min Liu,Wenqian Yuan",A story of violent love within a time frame spanning from 2001 to 2017.,"Crime,Drama,Romance","Chinese,Mandarin",11K,"China,France,Japan",7.0,Ash Is Purest White
"2015,PG,1h 29m","Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi,David Spade,Keegan-Michael Key,Asher Blinkoff,Fran Drescher,Molly Shannon,Megan Mullally,Nick Offerman,Dana Carvey,Rob Riggle,Mel Brooks,Jonny Solomon,Chris Kattan,Sadie Sandler","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.","Animation,Adventure,Comedy",English,142K,"United States,Canada",6.6,Hotel Transylvania 2
"2023,1h 52m","John Malkovich,Tom Xander,Louis Hofmann,Geraldine Chaplin,Wolfram Koch,Lilith Stangenberg,Samuel Finzi,Andrew Koji,Mary-Louise Parker,Julian Sands,Alexander Fehling,Nadia Benzakour,Samia Muriel Chancrin,Annika Meier,Laurean Wagner,Blerim Destani,Brice Bexter,Guido Broscheit","A look at the relationship between Seneca and Nero, the infamous Emperor he mentored since childhood and who accused him of plotting his assassination.","Biography,Drama",English,549,Germany,5.0,Seneca
"2019,1h 31m","The Amazing Johnathan,Eric André,Criss Angel,Benjamin Berman,Bruce Block,Simon Chinn,Mr. Electric,Judy Gold,Penn Jillette,Max Maven,Jon Mugar,Chadd Smith,Anastasia Synn,Doreen Szeles,Doug Szeles,Chad S. Taylor,Scott 'Carrot Top' Thompson,'Weird Al' Yankovic","What begins as a documentary following the final tour of a dying magician - ""The Amazing Johnathan"" - becomes an unexpected and increasingly bizarre journey as the filmmaker struggles to separate truth from illusion.",Documentary,English,1.7K,United States,6.5,The Amazing Johnathan Documentary
"2018,1h 36m","Mikhail Aprosimov,Feodosia Ivanova,Sergei Egorov,Galina Tikhonova,Afanasiy Kylaev,Hector,Ilya Onoprov,Maria Spiridonova,Sandaara Tikhonova,Timur Savin,Vladimir Skryabin,Konstantin Lazarev,Teodor Fichev,Valeria Hildebrandt,Sardana Savvina,Stepan Burnashev","In the far north, Sedna and Nanook dream of bringing back their family together. After Sedna's death, Nanook walks a long way to find his daughter Ága, who ran away years ago.",Drama,Yakut,1.5K,"Bulgaria,Germany,France",7.2,Ága
"1996,R,1h 40m","Colm Meaney,Donal O'Kelly,Ger Ryan,Caroline Rothwell,Neilí Conroy,Rúaidhrí Conroy,Brendan O'Carroll,Stuart Dunne,Jack Lynch,Laurie Morton,Marie Mullen,Jon Kenny,Moses Rowen,Linda McGovern,Eoin Chaney,Frank O'Sullivan,Jill Doyle,Barbara Bergin","Set in the fictional Dublin suburb of Barrytown, Bimbo is a baker who loses his job after being made redundant. Bimbo then acquires the help of his best friend, Larry, to set up a successful burger van.","Comedy,Drama",English,4.8K,"Ireland,United Kingdom,United States",6.7,The Van
"2013,Not Rated,1h 24m","Najarra Townsend,Caroline Williams,Alice Macdonald,Matt Mercer,Katie Stegeman,Charley Koontz,Simon Barrett,Ruben Pla,E-Kan Soong,Dave Holmes,Kaela Crawford,Andre Boyer,Celia Finkelstein,Laura Baggett,Chris Candy,Dale Stegeman,Kay Stegeman,Benjamina Watts","After being drugged and raped at a party, a young woman contracts what she thinks is an STD; but, it's actually something much worse.","Drama,Horror,Thriller",English,16K,United States,5.3,Contracted
"TV Series,2023– ,TV-14,1h","Mark Billingham,Jason Fox,Rudy Reyes,Shaun Dooley,Remi Adeleke,Dwight Howard,Hannah Brown,Danny Amendola,Carli Lloyd,Jovon Quarles,Tom Sandoval,JoJo Siwa,Nick Viall,Gus Kenworthy,Tyler Cameron,Mike Piazza,Erin Jackson,Bode Miller","16 celebrity contestants battle through a set of emulated special forces training challenges, they are removed from society and the staff sergeants control everything within the camp.",Reality-TV,English,1K,United States,7.1,Special Forces: World's Toughest Test
"2017,R,1h 34m","John Carroll Lynch,Matt Bomer,Maura Tierney,Margot Bingham,Michael Boatman,Tanner Buchanan,Meghan Leone Cox,Brooke Culbertson,Claudia Doumit,Jason Greene,Melora Hardin,Micah Hauptman,Bradley Wayne James,Blake Scott Lewis,Peter Gray Lewis,Bonnie McNeil,Timothy V. Murphy,David Paladino",This is a story about the infinite possibility of love.,"Drama,Romance",English,811,United States,6.1,Anything
"TV Series,2018–2021,TV-MA,1h","Carolina Ramírez,Carlos Torres,Andres Sandoval,Adriana Arango,Lucho Velasco,Diana Wiswell,Sebastián Silva,Juan Manuel Restrepo,Mariana Garzón,Kiño,Juliana Moreno,Alejo Valencia,Rammor,Mariana Gómez,Marcelo Dos Santos,Juan Palau,Luna Baxter,Pedro Roda","A talented young Reggaeton music composer from Medellín, Colombia gets wrongly imprisoned in New York City, all her music is stolen, and her family is murdered. Years later she returns to Medellín to wreak revenge on those who wronged her.","Drama,Music",Spanish,1.5K,Colombia,7.7,The Queen of Flow
"TV Series,2022– ,Not Rated","Jordan Deon Stafford,Jasmine Sargent,Kimberly Webb,Michelle l Lamb,Stan B. Lackey,Candace Herring,Alejandro Pagán,Jocelyn Castor,Ericka Raye,Cheryl Frazier,Momma Dee,Michael Ray Vaughn,Alonzo Fri'zon,Josiah Mosley,Larry B. Carter II,Zion Malwab,Samara Scott,Marki Henderson",A young man wondering about his sexuality after an erotic dream gets help from a friend to realize the truth of what he can and will be.,Drama,English,87,United States,7.6,Coming Out
"1944,Approved,1h 5m","Gloria Jean,Alan Curtis,Frank Craven,Grace McDonald,Vivian Austin,Frank Fenton,Minna Gombell,Charles Bates,Lane Chandler,Corky,Edgar Dearing,Frank Hagney,William Hall,Robert Homans,Selmer Jackson,Perc Launders,William H. O'Brien,Bob Reeves","Bank robbers Cliff Banks and Sam Baker go their separate ways while being chased by the law. Now fleeing alone, Cliff begins to reflect, via flashback, on the various events and unsavory people in his life that lead to his life of crime. Cliff ends up in the idyllic rural town of Paradise Valley. He discovers the local people are very trusting and decides the town wou...","Crime,Drama,Fantasy",English,194,United States,6.1,Destiny
"1973,Not Rated,1h 46m","David Hockney,Peter Schlesinger,Celia Birtwell,Henry Geldzahler,Mo McDermott,Kasmin,Mike Sida,Ossie Clark,Susan Brustman,Patrick Procktor,Betty Freeman,Nick Wilder,Joe McDonald,Edward Kalinski,Gregory,Jimmy,Mark,Chris","Semi-fictionalized documentary biopic of British artist David Hockney. After a difficult break-up, Hockney is left unable to paint, much to the concern of his friends. Titled after Hockney's pop-art painting 'A Bigger Splash'.","Documentary,Biography,Drama",English,627,United Kingdom,5.8,A Bigger Splash
"2012,R,1h 24m","Melanie Griffith,Michael Cudlitz,Pruitt Taylor Vince,Eddie J. Fernandez,Suzanne Quast,Bradley Joseph,Waymond Lee,Linda S. Wong,Donna Ponterotto,Chris Hayes,Nayo Wallace,Ernesto Chaverri,Samantha Belén,Joseph John Schirle,Joan McCarthy,Steve Nave,Brian Hall,Abigail Schrader","A psychological-thriller in the haunting tradition of films like Taxi Driver and Monster, The Grief Tourist takes us into the chilling labyrinth of a man's dark hobby and his even darker mind. JIM TAHANA doesn't leave much of an impression when he passes you by. But look closer and you'll sense his hunger - the deep hunger of an insatiable American soul - always scann...","Drama,Thriller",English,1.2K,United States,5.0,Dark Tourist
"annee, pegi, duree inconnu",casting inconnu,description inconnu,"Action,Adventure,Crime",langue inconnu,vote inconnu,pays inconnu,score inconnu,Splinter Cell
"2008,Not Rated,1h 52m","Jianbin Chen,Joan Chen,Liping Lü,Tao Zhao","When a factory is being torn down in Chengdu, China, workers reflect on their experiences and the importance of the factory in their lives.","Documentary,Drama","Mandarin,Shanghainese",2.3K,"China,Hong Kong,Japan",7.1,24 City
"2022,PG-13,2h 22m","Eddie Redmayne,Jude Law,Ezra Miller,Dan Fogler,Cara Mahoney,Mads Mikkelsen,Katherine Waterston,Poppy Corby-Tuech,Maja Bloom,Paul Low-Hang,Alison Sudol,Callum Turner,Richard Coyle,Jessica Williams,Wilf Scolding,Kazeem Tosin Amore,Noor Dillan-Night,William Nadylam",Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.,"Adventure,Family,Fantasy","English,German,Latin",169K,"United Kingdom,United States",6.2,Fantastic Beasts: The Secrets of Dumbledore
"2010,PG-13,1h 51m","Bruce Willis,Helen Mirren,Morgan Freeman,Mary-Louise Parker,Heidi von Palleske,Jefferson Brown,Karl Urban,Chris Owens,Rebecca Pidgeon,Jaqueline Fleming,Randy Wade Kelley,Jason Giuliano,Alec Rayme,Lawrence Turner,Emily Kuroda,Joe Chrest,Justine Wachsberger,Tara Yelland","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.","Action,Comedy,Crime","English,Russian",323K,United States,7.0,RED
"2017,PG-13,1h 34m","Saara Chaudry,Soma Chhaya,Noorin Gulamgaus,Laara Sadiq,Ali Badshah,Shaista Latif,Kanza Feris,Kawa Ada,Kane Mahon,Ali Kazmi,Mran Volkhard,Ezra Sholeh,Lily Erlinghauser,Wamiq Furoghudin,Millad Hamidkohzad,Salaman Hamidkohzad,Abu Hashim Dostyar,Sapeda Hashim Dostyar","In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.","Animation,Drama,Family",English,28K,"Ireland,Canada,Luxembourg,United States",7.7,The Breadwinner
"2019,R,1h 33m","Lupita Nyong'o,Alexander England,Josh Gad,Kat Stewart,Diesel La Torraca,Nadia Townsend,Marshall Napier,Glenn Hazeldine,Ava Caryofyllis,Charlie Whitley,Mason Mansour,Kim Doan,Wolfgang Gledhill,Caliah Pinones,Jack LaTorre,Vivienne Albany,Shia Hamby,Ashton Arokiaswamy",A washed-up musician teams up with a teacher and a kids'-show personality to protect young children from a sudden outbreak of zombies.,"Comedy,Horror,Sci-Fi","English,Chinese",19K,"Australia,United States,United Kingdom",6.3,Little Monsters
"2018,2h 20m","Ioana Iacob,Alex Bogdan,Alexandru Dabija,Ion Rizea,Claudia Ieremia,Catalin Anchidin,Ion Arcudeanu,Sabin Barac,Ilinca Belciu,Dana Bunescu,Adrian Cioflâncã,Eduard Cirlan,Bogdan Cotlet,Adina Cristescu,Larisa Crunteanu,Tudorel Filimon,Liliana Ghita,Ilinca Harnut",An artist commissioned to stage a re-enactment of a Romanian war battle receives pushback from producers for including a realistic portrayal of her country's treatment of Jews during WWII.,"Comedy,Drama","Romanian,French,Spanish,English,German",2K,"Romania,Germany,Bulgaria,France,Czech Republic",7.2,I Do Not Care If We Go Down in History as Barbarians
"2015,R,1h 34m","Yael Grobglas,Yon Tumarkin,Danielle Jadelyn,Tom Graziani,Sarel Piterman,Howard Rypp,Ami Smolartchik,Yoav Koresh,Ori Zaltzman,Fares Hananya,Itsko Yampulski,Mel Rosenberg,Danny Zahavi,Moran Zelma,Salim,Ido Di Capua,Daniel Shamota,Aya Jonas","When a couple of American young adults fly to Israel to visit the city of Jerusalem, a biblical nightmare falls upon them.","Horror,Sci-Fi,Thriller",English,11K,Israel,4.8,Jeruzalem
